2025-05-28 00:39:07,735 INFO  - ------------------------------------------------------------------------------------- (at simulation time 181.000,000,000 s)
2025-05-28 00:39:07,736 INFO  - Initialize application (at simulation time 181.000,000,000 s)
2025-05-28 00:39:07,736 INFO  - ------------------------------------------------------------------------------------- (at simulation time 181.000,000,000 s)
2025-05-28 00:39:07,832 INFO  - ------------------------------------------------------------------------------------- (at simulation time 181.000,000,010 s)
2025-05-28 00:39:07,832 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_35', id=291} (at simulation time 181.000,000,010 s)
2025-05-28 00:39:07,832 INFO  - ------------------------------------------------------------------------------------- (at simulation time 181.000,000,010 s)
2025-05-28 00:39:07,936 INFO  - ------------------------------------------------------------------------------------- (at simulation time 182.000,000,010 s)
2025-05-28 00:39:07,936 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_35', id=321} (at simulation time 182.000,000,010 s)
2025-05-28 00:39:07,936 INFO  - ------------------------------------------------------------------------------------- (at simulation time 182.000,000,010 s)
2025-05-28 00:39:08,038 INFO  - ------------------------------------------------------------------------------------- (at simulation time 183.000,000,010 s)
2025-05-28 00:39:08,038 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_35', id=518} (at simulation time 183.000,000,010 s)
2025-05-28 00:39:08,038 INFO  - ------------------------------------------------------------------------------------- (at simulation time 183.000,000,010 s)
2025-05-28 00:39:08,141 INFO  - ------------------------------------------------------------------------------------- (at simulation time 184.000,000,010 s)
2025-05-28 00:39:08,141 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_35', id=754} (at simulation time 184.000,000,010 s)
2025-05-28 00:39:08,141 INFO  - ------------------------------------------------------------------------------------- (at simulation time 184.000,000,010 s)
2025-05-28 00:39:08,244 INFO  - ------------------------------------------------------------------------------------- (at simulation time 185.000,000,010 s)
2025-05-28 00:39:08,244 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_35', id=207} (at simulation time 185.000,000,010 s)
2025-05-28 00:39:08,244 INFO  - ------------------------------------------------------------------------------------- (at simulation time 185.000,000,010 s)
2025-05-28 00:39:08,346 INFO  - ------------------------------------------------------------------------------------- (at simulation time 186.000,000,010 s)
2025-05-28 00:39:08,346 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_35', id=185} (at simulation time 186.000,000,010 s)
2025-05-28 00:39:08,346 INFO  - ------------------------------------------------------------------------------------- (at simulation time 186.000,000,010 s)
2025-05-28 00:39:08,448 INFO  - ------------------------------------------------------------------------------------- (at simulation time 187.000,000,010 s)
2025-05-28 00:39:08,448 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_35', id=154} (at simulation time 187.000,000,010 s)
2025-05-28 00:39:08,448 INFO  - ------------------------------------------------------------------------------------- (at simulation time 187.000,000,010 s)
2025-05-28 00:39:08,548 INFO  - ------------------------------------------------------------------------------------- (at simulation time 188.000,000,010 s)
2025-05-28 00:39:08,548 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_35', id=468} (at simulation time 188.000,000,010 s)
2025-05-28 00:39:08,548 INFO  - ------------------------------------------------------------------------------------- (at simulation time 188.000,000,010 s)
2025-05-28 00:39:08,649 INFO  - ------------------------------------------------------------------------------------- (at simulation time 189.000,000,010 s)
2025-05-28 00:39:08,649 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_35', id=667} (at simulation time 189.000,000,010 s)
2025-05-28 00:39:08,649 INFO  - ------------------------------------------------------------------------------------- (at simulation time 189.000,000,010 s)
2025-05-28 00:39:08,743 INFO  - ------------------------------------------------------------------------------------- (at simulation time 190.000,000,010 s)
