2025-06-04 15:07:26,684 INFO  - Initializing RSU application... (at simulation time 0.000,000,000 s)
2025-06-04 15:07:26,685 INFO  - My position is: CartesianPoint{x=135.03,y=535.91,z=0.00} (at simulation time 0.000,000,000 s)
2025-06-04 15:07:26,728 INFO  - Sent aggregated data: r_0=0 (0.00 m/s), r_1=0 (0.00 m/s) (at simulation time 10.000,000,000 s)
2025-06-04 15:07:26,732 INFO  - Forwarded metrics to vehicles: avgR0=0.0, avgR1=0.0 (at simulation time 10.002,800,000 s)
2025-06-04 15:07:26,772 INFO  - Sent aggregated data: r_0=0 (0.00 m/s), r_1=0 (0.00 m/s) (at simulation time 20.000,000,000 s)
2025-06-04 15:07:26,774 INFO  - Forwarded metrics to vehicles: avgR0=0.0, avgR1=0.0 (at simulation time 20.002,300,000 s)
2025-06-04 15:07:26,801 INFO  - Sent ACK to veh_1 (at simulation time 26.001,400,000 s)
2025-06-04 15:07:26,825 INFO  - Sent aggregated data: r_0=0 (0.00 m/s), r_1=1 (0.33 m/s) (at simulation time 30.000,000,000 s)
2025-06-04 15:07:26,827 INFO  - Forwarded metrics to vehicles: avgR0=0.0, avgR1=0.3333333333333333 (at simulation time 30.002,800,000 s)
2025-06-04 15:07:26,832 INFO  - Sent ACK to veh_1 (at simulation time 31.002,400,000 s)
2025-06-04 15:07:26,837 INFO  - Sent ACK to veh_3 (at simulation time 32.000,400,000 s)
2025-06-04 15:07:26,855 INFO  - Sent ACK to veh_0 (at simulation time 36.001,900,000 s)
2025-06-04 15:07:26,855 INFO  - Sent ACK to veh_1 (at simulation time 36.001,900,000 s)
2025-06-04 15:07:26,869 INFO  - Sent ACK to veh_3 (at simulation time 37.000,900,000 s)
2025-06-04 15:07:26,880 INFO  - Sent aggregated data: r_0=1 (6.51 m/s), r_1=2 (0.00 m/s) (at simulation time 40.000,000,000 s)
2025-06-04 15:07:26,883 INFO  - Forwarded metrics to vehicles: avgR0=0.25, avgR1=0.75 (at simulation time 40.004,300,000 s)
2025-06-04 15:07:26,887 INFO  - Sent ACK to veh_1 (at simulation time 41.001,400,000 s)
2025-06-04 15:07:26,887 INFO  - Sent ACK to veh_0 (at simulation time 41.002,400,000 s)
2025-06-04 15:07:26,892 INFO  - Sent ACK to veh_3 (at simulation time 42.000,900,000 s)
2025-06-04 15:07:26,892 INFO  - Sent ACK to veh_5 (at simulation time 42.000,900,000 s)
2025-06-04 15:07:26,912 INFO  - Sent ACK to veh_0 (at simulation time 46.000,400,000 s)
2025-06-04 15:07:26,912 INFO  - Sent ACK to veh_1 (at simulation time 46.001,900,000 s)
2025-06-04 15:07:26,919 INFO  - Sent ACK to veh_2 (at simulation time 47.000,400,000 s)
2025-06-04 15:07:26,919 INFO  - Sent ACK to veh_3 (at simulation time 47.000,900,000 s)
2025-06-04 15:07:26,919 INFO  - Sent ACK to veh_5 (at simulation time 47.002,400,000 s)
2025-06-04 15:07:26,941 INFO  - Sent aggregated data: r_0=2 (1.48 m/s), r_1=3 (0.00 m/s) (at simulation time 50.000,000,000 s)
2025-06-04 15:07:26,944 INFO  - Forwarded metrics to vehicles: avgR0=0.6, avgR1=1.2 (at simulation time 50.004,800,000 s)
2025-06-04 15:07:26,950 INFO  - Sent ACK to veh_1 (at simulation time 51.000,400,000 s)
2025-06-04 15:07:26,951 INFO  - Sent ACK to veh_0 (at simulation time 51.001,900,000 s)
2025-06-04 15:07:26,956 INFO  - Sent ACK to veh_2 (at simulation time 52.000,400,000 s)
2025-06-04 15:07:26,956 INFO  - Sent ACK to veh_4 (at simulation time 52.000,400,000 s)
2025-06-04 15:07:26,956 INFO  - Sent ACK to veh_5 (at simulation time 52.000,400,000 s)
2025-06-04 15:07:26,957 INFO  - Sent ACK to veh_3 (at simulation time 52.002,400,000 s)
2025-06-04 15:07:26,976 INFO  - Sent ACK to veh_0 (at simulation time 56.001,900,000 s)
2025-06-04 15:07:26,976 INFO  - Sent ACK to veh_1 (at simulation time 56.001,900,000 s)
2025-06-04 15:07:26,981 INFO  - Sent ACK to veh_2 (at simulation time 57.000,900,000 s)
