2025-06-06 16:07:50,246 INFO  - Initialize veh_6 application (at simulation time 37.000,000,000 s)
2025-06-06 16:07:50,249 INFO  - Sent periodic GreenWaveMsg: veh_6 on route r_0 (at simulation time 37.000,000,000 s)
2025-06-06 16:07:50,249 INFO  - I have no neighbours to send! (at simulation time 37.000,000,000 s)
2025-06-06 16:07:50,256 INFO  - I have no neighbours to send! (at simulation time 38.000,000,000 s)
2025-06-06 16:07:50,256 INFO  - I have no neighbours to send! (at simulation time 38.000,000,000 s)
2025-06-06 16:07:50,260 INFO  - I have no neighbours to send! (at simulation time 39.000,000,000 s)
2025-06-06 16:07:50,260 INFO  - I have no neighbours to send! (at simulation time 39.000,000,000 s)
2025-06-06 16:07:50,260 INFO  - I have no neighbours to send! (at simulation time 39.000,000,000 s)
2025-06-06 16:07:50,264 INFO  - I have no neighbours to send! (at simulation time 40.000,000,000 s)
2025-06-06 16:07:50,264 INFO  - I have no neighbours to send! (at simulation time 40.000,000,000 s)
2025-06-06 16:07:50,264 INFO  - I have no neighbours to send! (at simulation time 40.000,000,000 s)
2025-06-06 16:07:50,264 INFO  - I have no neighbours to send! (at simulation time 40.000,000,000 s)
2025-06-06 16:07:50,266 INFO  - Received metrics from FogNode: avgR0=0.0, avgR1=0.75 (at simulation time 40.002,800,000 s)
2025-06-06 16:07:50,268 INFO  - I have no neighbours to send! (at simulation time 41.000,000,000 s)
2025-06-06 16:07:50,268 INFO  - I have no neighbours to send! (at simulation time 41.000,000,000 s)
2025-06-06 16:07:50,268 INFO  - I have no neighbours to send! (at simulation time 41.000,000,000 s)
2025-06-06 16:07:50,268 INFO  - I have no neighbours to send! (at simulation time 41.000,000,000 s)
2025-06-06 16:07:50,269 INFO  - I have no neighbours to send! (at simulation time 41.000,000,000 s)
2025-06-06 16:07:50,272 INFO  - Sent periodic GreenWaveMsg: veh_6 on route r_0 (at simulation time 42.000,000,000 s)
2025-06-06 16:07:50,272 INFO  - I have no neighbours to send! (at simulation time 42.000,000,000 s)
2025-06-06 16:07:50,272 INFO  - I have no neighbours to send! (at simulation time 42.000,000,000 s)
2025-06-06 16:07:50,272 INFO  - I have no neighbours to send! (at simulation time 42.000,000,000 s)
2025-06-06 16:07:50,272 INFO  - I have no neighbours to send! (at simulation time 42.000,000,000 s)
