2025-04-25 15:02:21,511 INFO  - Initialize application (at simulation time 168.000,000,000 s)
2025-04-25 15:02:21,512 INFO  - Activated AdHoc Module (at simulation time 168.000,000,000 s)
2025-04-25 15:02:21,537 INFO  - Received message from veh_16 (at simulation time 170.003,500,000 s)
2025-04-25 15:02:21,537 INFO  - Processing DEN message (at simulation time 170.003,500,000 s)
2025-04-25 15:02:21,537 INFO  - The event occurred on connection with id=311964536_1313885442_2879911873, which is part of vehicle's route with id=1 (at simulation time 170.003,500,000 s)
2025-04-25 15:02:21,539 INFO  - Sending Change Route Command at position: GeoPoint{lat=52.655683,lon=13.569067,alt=0.00} (at simulation time 170.003,500,000 s)
2025-04-25 15:02:21,546 INFO  - Received message from veh_16 (at simulation time 171.005,500,000 s)
2025-04-25 15:02:21,546 INFO  - Processing DEN message (at simulation time 171.005,500,000 s)
2025-04-25 15:02:21,546 INFO  - Route change already tried once. (at simulation time 171.005,500,000 s)
2025-04-25 15:02:21,554 INFO  - Received message from veh_16 (at simulation time 172.004,000,000 s)
2025-04-25 15:02:21,554 INFO  - Processing DEN message (at simulation time 172.004,000,000 s)
2025-04-25 15:02:21,554 INFO  - Route change already tried once. (at simulation time 172.004,000,000 s)
2025-04-25 15:02:21,560 INFO  - Received message from veh_16 (at simulation time 173.007,000,000 s)
2025-04-25 15:02:21,560 INFO  - Processing DEN message (at simulation time 173.007,000,000 s)
2025-04-25 15:02:21,560 INFO  - Route change already tried once. (at simulation time 173.007,000,000 s)
2025-04-25 15:02:21,560 INFO  - Received message from veh_11 (at simulation time 173.009,000,000 s)
2025-04-25 15:02:21,560 INFO  - Processing DEN message (at simulation time 173.009,000,000 s)
2025-04-25 15:02:21,560 INFO  - Route change already tried once. (at simulation time 173.009,000,000 s)
2025-04-25 15:02:21,567 INFO  - Received message from veh_46 (at simulation time 174.004,600,000 s)
2025-04-25 15:02:21,567 INFO  - Processing DEN message (at simulation time 174.004,600,000 s)
2025-04-25 15:02:21,567 INFO  - Route change already tried once. (at simulation time 174.004,600,000 s)
2025-04-25 15:02:21,567 INFO  - Received message from veh_16 (at simulation time 174.008,500,000 s)
2025-04-25 15:02:21,567 INFO  - Processing DEN message (at simulation time 174.008,500,000 s)
2025-04-25 15:02:21,567 INFO  - Route change already tried once. (at simulation time 174.008,500,000 s)
2025-04-25 15:02:21,567 INFO  - Received message from veh_11 (at simulation time 174.011,500,000 s)
2025-04-25 15:02:21,567 INFO  - Processing DEN message (at simulation time 174.011,500,000 s)
2025-04-25 15:02:21,567 INFO  - Route change already tried once. (at simulation time 174.011,500,000 s)
2025-04-25 15:02:22,284 INFO  - Received message from veh_56 (at simulation time 242.001,300,000 s)
2025-04-25 15:02:22,284 INFO  - Processing DEN message (at simulation time 242.001,300,000 s)
2025-04-25 15:02:22,284 INFO  - Route change already tried once. (at simulation time 242.001,300,000 s)
2025-04-25 15:02:22,292 INFO  - Received message from veh_16 (at simulation time 242.004,200,000 s)
2025-04-25 15:02:22,292 INFO  - Processing DEN message (at simulation time 242.004,200,000 s)
2025-04-25 15:02:22,292 INFO  - Route change already tried once. (at simulation time 242.004,200,000 s)
2025-04-25 15:02:22,292 INFO  - Received message from veh_46 (at simulation time 242.004,200,000 s)
2025-04-25 15:02:22,292 INFO  - Processing DEN message (at simulation time 242.004,200,000 s)
2025-04-25 15:02:22,292 INFO  - Route change already tried once. (at simulation time 242.004,200,000 s)
2025-04-25 15:02:22,292 INFO  - Received message from veh_51 (at simulation time 242.004,200,000 s)
2025-04-25 15:02:22,292 INFO  - Processing DEN message (at simulation time 242.004,200,000 s)
2025-04-25 15:02:22,292 INFO  - Route change already tried once. (at simulation time 242.004,200,000 s)
2025-04-25 15:02:22,295 INFO  - Received message from veh_6 (at simulation time 242.005,100,000 s)
2025-04-25 15:02:22,295 INFO  - Processing DEN message (at simulation time 242.005,100,000 s)
2025-04-25 15:02:22,295 INFO  - Route change already tried once. (at simulation time 242.005,100,000 s)
2025-04-25 15:02:22,295 INFO  - Received message from veh_1 (at simulation time 242.006,100,000 s)
2025-04-25 15:02:22,295 INFO  - Processing DEN message (at simulation time 242.006,100,000 s)
2025-04-25 15:02:22,295 INFO  - Route change already tried once. (at simulation time 242.006,100,000 s)
2025-04-25 15:02:22,295 INFO  - Received message from veh_11 (at simulation time 242.006,200,000 s)
2025-04-25 15:02:22,295 INFO  - Processing DEN message (at simulation time 242.006,200,000 s)
2025-04-25 15:02:22,295 INFO  - Route change already tried once. (at simulation time 242.006,200,000 s)
2025-04-25 15:02:22,303 INFO  - Received message from veh_51 (at simulation time 243.002,700,000 s)
2025-04-25 15:02:22,303 INFO  - Processing DEN message (at simulation time 243.002,700,000 s)
2025-04-25 15:02:22,303 INFO  - Route change already tried once. (at simulation time 243.002,700,000 s)
2025-04-25 15:02:22,303 INFO  - Received message from veh_56 (at simulation time 243.003,300,000 s)
2025-04-25 15:02:22,303 INFO  - Processing DEN message (at simulation time 243.003,300,000 s)
2025-04-25 15:02:22,303 INFO  - Route change already tried once. (at simulation time 243.003,300,000 s)
2025-04-25 15:02:22,303 INFO  - Received message from veh_11 (at simulation time 243.003,700,000 s)
2025-04-25 15:02:22,303 INFO  - Processing DEN message (at simulation time 243.003,700,000 s)
2025-04-25 15:02:22,303 INFO  - Route change already tried once. (at simulation time 243.003,700,000 s)
2025-04-25 15:02:22,303 INFO  - Received message from veh_16 (at simulation time 243.003,700,000 s)
2025-04-25 15:02:22,303 INFO  - Processing DEN message (at simulation time 243.003,700,000 s)
2025-04-25 15:02:22,303 INFO  - Route change already tried once. (at simulation time 243.003,700,000 s)
2025-04-25 15:02:22,303 INFO  - Received message from veh_46 (at simulation time 243.004,200,000 s)
2025-04-25 15:02:22,303 INFO  - Processing DEN message (at simulation time 243.004,200,000 s)
2025-04-25 15:02:22,303 INFO  - Route change already tried once. (at simulation time 243.004,200,000 s)
2025-04-25 15:02:22,304 INFO  - Received message from veh_1 (at simulation time 243.006,100,000 s)
2025-04-25 15:02:22,304 INFO  - Processing DEN message (at simulation time 243.006,100,000 s)
2025-04-25 15:02:22,304 INFO  - Route change already tried once. (at simulation time 243.006,100,000 s)
2025-04-25 15:02:22,304 INFO  - Received message from veh_6 (at simulation time 243.006,100,000 s)
2025-04-25 15:02:22,304 INFO  - Processing DEN message (at simulation time 243.006,100,000 s)
2025-04-25 15:02:22,304 INFO  - Route change already tried once. (at simulation time 243.006,100,000 s)
2025-04-25 15:02:22,312 INFO  - Received message from veh_56 (at simulation time 244.001,800,000 s)
2025-04-25 15:02:22,312 INFO  - Processing DEN message (at simulation time 244.001,800,000 s)
2025-04-25 15:02:22,312 INFO  - Route change already tried once. (at simulation time 244.001,800,000 s)
2025-04-25 15:02:22,312 INFO  - Received message from veh_16 (at simulation time 244.002,700,000 s)
2025-04-25 15:02:22,312 INFO  - Processing DEN message (at simulation time 244.002,700,000 s)
2025-04-25 15:02:22,312 INFO  - Route change already tried once. (at simulation time 244.002,700,000 s)
2025-04-25 15:02:22,312 INFO  - Received message from veh_51 (at simulation time 244.002,700,000 s)
