2025-05-28 00:33:23,260 INFO  - ------------------------------------------------------------------------------------- (at simulation time 17.000,000,000 s)
2025-05-28 00:33:23,261 INFO  - Initialize application (at simulation time 17.000,000,000 s)
2025-05-28 00:33:23,261 INFO  - ------------------------------------------------------------------------------------- (at simulation time 17.000,000,000 s)
2025-05-28 00:33:23,272 INFO  - ------------------------------------------------------------------------------------- (at simulation time 17.000,000,010 s)
2025-05-28 00:33:23,273 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=101} (at simulation time 17.000,000,010 s)
2025-05-28 00:33:23,273 INFO  - ------------------------------------------------------------------------------------- (at simulation time 17.000,000,010 s)
2025-05-28 00:33:23,282 INFO  - ------------------------------------------------------------------------------------- (at simulation time 18.000,000,010 s)
2025-05-28 00:33:23,282 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=522} (at simulation time 18.000,000,010 s)
2025-05-28 00:33:23,282 INFO  - ------------------------------------------------------------------------------------- (at simulation time 18.000,000,010 s)
2025-05-28 00:33:23,291 INFO  - ------------------------------------------------------------------------------------- (at simulation time 19.000,000,010 s)
2025-05-28 00:33:23,291 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=637} (at simulation time 19.000,000,010 s)
2025-05-28 00:33:23,291 INFO  - ------------------------------------------------------------------------------------- (at simulation time 19.000,000,010 s)
2025-05-28 00:33:23,302 INFO  - ------------------------------------------------------------------------------------- (at simulation time 20.000,000,010 s)
2025-05-28 00:33:23,302 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=538} (at simulation time 20.000,000,010 s)
2025-05-28 00:33:23,302 INFO  - ------------------------------------------------------------------------------------- (at simulation time 20.000,000,010 s)
2025-05-28 00:33:23,312 INFO  - ------------------------------------------------------------------------------------- (at simulation time 21.000,000,010 s)
2025-05-28 00:33:23,312 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=218} (at simulation time 21.000,000,010 s)
2025-05-28 00:33:23,312 INFO  - ------------------------------------------------------------------------------------- (at simulation time 21.000,000,010 s)
2025-05-28 00:33:23,324 INFO  - ------------------------------------------------------------------------------------- (at simulation time 22.000,000,010 s)
2025-05-28 00:33:23,324 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=431} (at simulation time 22.000,000,010 s)
2025-05-28 00:33:23,324 INFO  - ------------------------------------------------------------------------------------- (at simulation time 22.000,000,010 s)
2025-05-28 00:33:23,338 INFO  - ------------------------------------------------------------------------------------- (at simulation time 23.000,000,010 s)
2025-05-28 00:33:23,338 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=474} (at simulation time 23.000,000,010 s)
2025-05-28 00:33:23,338 INFO  - ------------------------------------------------------------------------------------- (at simulation time 23.000,000,010 s)
2025-05-28 00:33:23,357 INFO  - ------------------------------------------------------------------------------------- (at simulation time 24.000,000,010 s)
2025-05-28 00:33:23,357 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=668} (at simulation time 24.000,000,010 s)
2025-05-28 00:33:23,357 INFO  - ------------------------------------------------------------------------------------- (at simulation time 24.000,000,010 s)
2025-05-28 00:33:23,369 INFO  - ------------------------------------------------------------------------------------- (at simulation time 25.000,000,010 s)
2025-05-28 00:33:23,369 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=657} (at simulation time 25.000,000,010 s)
2025-05-28 00:33:23,369 INFO  - ------------------------------------------------------------------------------------- (at simulation time 25.000,000,010 s)
2025-05-28 00:33:23,380 INFO  - ------------------------------------------------------------------------------------- (at simulation time 26.000,000,010 s)
2025-05-28 00:33:23,380 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=386} (at simulation time 26.000,000,010 s)
2025-05-28 00:33:23,380 INFO  - ------------------------------------------------------------------------------------- (at simulation time 26.000,000,010 s)
2025-05-28 00:33:23,399 INFO  - ------------------------------------------------------------------------------------- (at simulation time 27.000,000,010 s)
2025-05-28 00:33:23,399 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=543} (at simulation time 27.000,000,010 s)
2025-05-28 00:33:23,399 INFO  - ------------------------------------------------------------------------------------- (at simulation time 27.000,000,010 s)
2025-05-28 00:33:23,413 INFO  - ------------------------------------------------------------------------------------- (at simulation time 28.000,000,010 s)
2025-05-28 00:33:23,413 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=905} (at simulation time 28.000,000,010 s)
2025-05-28 00:33:23,413 INFO  - ------------------------------------------------------------------------------------- (at simulation time 28.000,000,010 s)
2025-05-28 00:33:23,427 INFO  - ------------------------------------------------------------------------------------- (at simulation time 29.000,000,010 s)
2025-05-28 00:33:23,427 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=400} (at simulation time 29.000,000,010 s)
2025-05-28 00:33:23,427 INFO  - ------------------------------------------------------------------------------------- (at simulation time 29.000,000,010 s)
2025-05-28 00:33:23,444 INFO  - ------------------------------------------------------------------------------------- (at simulation time 30.000,000,010 s)
2025-05-28 00:33:23,444 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=212} (at simulation time 30.000,000,010 s)
2025-05-28 00:33:23,444 INFO  - ------------------------------------------------------------------------------------- (at simulation time 30.000,000,010 s)
2025-05-28 00:33:23,462 INFO  - ------------------------------------------------------------------------------------- (at simulation time 31.000,000,010 s)
2025-05-28 00:33:23,462 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=983} (at simulation time 31.000,000,010 s)
2025-05-28 00:33:23,462 INFO  - ------------------------------------------------------------------------------------- (at simulation time 31.000,000,010 s)
2025-05-28 00:33:23,485 INFO  - ------------------------------------------------------------------------------------- (at simulation time 32.000,000,010 s)
2025-05-28 00:33:23,485 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=837} (at simulation time 32.000,000,010 s)
2025-05-28 00:33:23,485 INFO  - ------------------------------------------------------------------------------------- (at simulation time 32.000,000,010 s)
2025-05-28 00:33:23,504 INFO  - ------------------------------------------------------------------------------------- (at simulation time 33.000,000,010 s)
2025-05-28 00:33:23,504 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=927} (at simulation time 33.000,000,010 s)
2025-05-28 00:33:23,504 INFO  - ------------------------------------------------------------------------------------- (at simulation time 33.000,000,010 s)
2025-05-28 00:33:23,523 INFO  - ------------------------------------------------------------------------------------- (at simulation time 34.000,000,010 s)
2025-05-28 00:33:23,523 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=113} (at simulation time 34.000,000,010 s)
2025-05-28 00:33:23,523 INFO  - ------------------------------------------------------------------------------------- (at simulation time 34.000,000,010 s)
2025-05-28 00:33:23,542 INFO  - ------------------------------------------------------------------------------------- (at simulation time 35.000,000,010 s)
2025-05-28 00:33:23,542 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=746} (at simulation time 35.000,000,010 s)
2025-05-28 00:33:23,542 INFO  - ------------------------------------------------------------------------------------- (at simulation time 35.000,000,010 s)
2025-05-28 00:33:23,564 INFO  - ------------------------------------------------------------------------------------- (at simulation time 36.000,000,010 s)
2025-05-28 00:33:23,564 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=487} (at simulation time 36.000,000,010 s)
2025-05-28 00:33:23,564 INFO  - ------------------------------------------------------------------------------------- (at simulation time 36.000,000,010 s)
2025-05-28 00:33:23,598 INFO  - ------------------------------------------------------------------------------------- (at simulation time 37.000,000,010 s)
2025-05-28 00:33:23,598 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=413} (at simulation time 37.000,000,010 s)
2025-05-28 00:33:23,598 INFO  - ------------------------------------------------------------------------------------- (at simulation time 37.000,000,010 s)
2025-05-28 00:33:23,615 INFO  - ------------------------------------------------------------------------------------- (at simulation time 38.000,000,010 s)
2025-05-28 00:33:23,615 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=795} (at simulation time 38.000,000,010 s)
2025-05-28 00:33:23,615 INFO  - ------------------------------------------------------------------------------------- (at simulation time 38.000,000,010 s)
2025-05-28 00:33:23,632 INFO  - ------------------------------------------------------------------------------------- (at simulation time 39.000,000,010 s)
2025-05-28 00:33:23,632 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=245} (at simulation time 39.000,000,010 s)
2025-05-28 00:33:23,632 INFO  - ------------------------------------------------------------------------------------- (at simulation time 39.000,000,010 s)
2025-05-28 00:33:23,650 INFO  - ------------------------------------------------------------------------------------- (at simulation time 40.000,000,010 s)
2025-05-28 00:33:23,650 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=753} (at simulation time 40.000,000,010 s)
2025-05-28 00:33:23,650 INFO  - ------------------------------------------------------------------------------------- (at simulation time 40.000,000,010 s)
2025-05-28 00:33:23,669 INFO  - ------------------------------------------------------------------------------------- (at simulation time 41.000,000,010 s)
2025-05-28 00:33:23,669 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=353} (at simulation time 41.000,000,010 s)
2025-05-28 00:33:23,669 INFO  - ------------------------------------------------------------------------------------- (at simulation time 41.000,000,010 s)
2025-05-28 00:33:23,688 INFO  - ------------------------------------------------------------------------------------- (at simulation time 42.000,000,010 s)
2025-05-28 00:33:23,688 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=128} (at simulation time 42.000,000,010 s)
2025-05-28 00:33:23,688 INFO  - ------------------------------------------------------------------------------------- (at simulation time 42.000,000,010 s)
2025-05-28 00:33:23,703 INFO  - ------------------------------------------------------------------------------------- (at simulation time 43.000,000,010 s)
2025-05-28 00:33:23,703 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=67} (at simulation time 43.000,000,010 s)
2025-05-28 00:33:23,703 INFO  - ------------------------------------------------------------------------------------- (at simulation time 43.000,000,010 s)
2025-05-28 00:33:23,720 INFO  - ------------------------------------------------------------------------------------- (at simulation time 44.000,000,010 s)
2025-05-28 00:33:23,720 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=323} (at simulation time 44.000,000,010 s)
2025-05-28 00:33:23,720 INFO  - ------------------------------------------------------------------------------------- (at simulation time 44.000,000,010 s)
2025-05-28 00:33:23,741 INFO  - ------------------------------------------------------------------------------------- (at simulation time 45.000,000,010 s)
2025-05-28 00:33:23,741 INFO  - Received message from another application: IntraVehicleMsg{origin='veh_2', id=74} (at simulation time 45.000,000,010 s)
2025-05-28 00:33:23,741 INFO  - ------------------------------------------------------------------------------------- (at simulation time 45.000,000,010 s)
