2025-06-04 14:59:23,595 INFO  - Initializing RSU application... (at simulation time 0.000,000,000 s)
2025-06-04 14:59:23,598 INFO  - My position is: CartesianPoint{x=135.03,y=535.91,z=0.00} (at simulation time 0.000,000,000 s)
2025-06-04 14:59:23,641 INFO  - Sent aggregated data: r_0=0 (0.00 m/s), r_1=0 (0.00 m/s) (at simulation time 10.000,000,000 s)
2025-06-04 14:59:23,645 INFO  - Forwarded metrics to vehicles: avgR0=0.0, avgR1=0.0 (at simulation time 10.002,800,000 s)
2025-06-04 14:59:23,691 INFO  - Sent aggregated data: r_0=0 (0.00 m/s), r_1=0 (0.00 m/s) (at simulation time 20.000,000,000 s)
2025-06-04 14:59:23,694 INFO  - Forwarded metrics to vehicles: avgR0=0.0, avgR1=0.0 (at simulation time 20.002,300,000 s)
2025-06-04 14:59:23,716 INFO  - Sent ACK to veh_1 (at simulation time 26.001,400,000 s)
2025-06-04 14:59:23,738 INFO  - Sent aggregated data: r_0=0 (0.00 m/s), r_1=1 (0.33 m/s) (at simulation time 30.000,000,000 s)
2025-06-04 14:59:23,740 INFO  - Forwarded metrics to vehicles: avgR0=0.0, avgR1=0.3333333333333333 (at simulation time 30.002,800,000 s)
2025-06-04 14:59:23,744 INFO  - Sent ACK to veh_1 (at simulation time 31.002,400,000 s)
2025-06-04 14:59:23,747 INFO  - Sent ACK to veh_3 (at simulation time 32.000,400,000 s)
2025-06-04 14:59:23,763 INFO  - Sent ACK to veh_0 (at simulation time 36.001,900,000 s)
2025-06-04 14:59:23,763 INFO  - Sent ACK to veh_1 (at simulation time 36.001,900,000 s)
2025-06-04 14:59:23,776 INFO  - Sent ACK to veh_3 (at simulation time 37.000,900,000 s)
2025-06-04 14:59:23,787 INFO  - Sent aggregated data: r_0=1 (6.51 m/s), r_1=2 (0.00 m/s) (at simulation time 40.000,000,000 s)
2025-06-04 14:59:23,789 INFO  - Forwarded metrics to vehicles: avgR0=0.25, avgR1=0.75 (at simulation time 40.004,300,000 s)
2025-06-04 14:59:23,794 INFO  - Sent ACK to veh_1 (at simulation time 41.001,400,000 s)
2025-06-04 14:59:23,794 INFO  - Sent ACK to veh_0 (at simulation time 41.002,400,000 s)
2025-06-04 14:59:23,798 INFO  - Sent ACK to veh_3 (at simulation time 42.000,900,000 s)
2025-06-04 14:59:23,799 INFO  - Sent ACK to veh_5 (at simulation time 42.000,900,000 s)
2025-06-04 14:59:23,819 INFO  - Sent ACK to veh_0 (at simulation time 46.000,400,000 s)
2025-06-04 14:59:23,819 INFO  - Sent ACK to veh_1 (at simulation time 46.001,900,000 s)
2025-06-04 14:59:23,826 INFO  - Sent ACK to veh_2 (at simulation time 47.000,400,000 s)
2025-06-04 14:59:23,826 INFO  - Sent ACK to veh_3 (at simulation time 47.000,900,000 s)
2025-06-04 14:59:23,826 INFO  - Sent ACK to veh_5 (at simulation time 47.002,400,000 s)
2025-06-04 14:59:23,846 INFO  - Sent aggregated data: r_0=2 (1.48 m/s), r_1=3 (0.00 m/s) (at simulation time 50.000,000,000 s)
2025-06-04 14:59:23,850 INFO  - Forwarded metrics to vehicles: avgR0=0.6, avgR1=1.2 (at simulation time 50.004,800,000 s)
2025-06-04 14:59:23,855 INFO  - Sent ACK to veh_1 (at simulation time 51.000,400,000 s)
2025-06-04 14:59:23,856 INFO  - Sent ACK to veh_0 (at simulation time 51.001,900,000 s)
2025-06-04 14:59:23,862 INFO  - Sent ACK to veh_2 (at simulation time 52.000,400,000 s)
2025-06-04 14:59:23,862 INFO  - Sent ACK to veh_4 (at simulation time 52.000,400,000 s)
2025-06-04 14:59:23,862 INFO  - Sent ACK to veh_5 (at simulation time 52.000,400,000 s)
2025-06-04 14:59:23,862 INFO  - Sent ACK to veh_3 (at simulation time 52.002,400,000 s)
2025-06-04 14:59:23,885 INFO  - Sent ACK to veh_0 (at simulation time 56.001,900,000 s)
2025-06-04 14:59:23,885 INFO  - Sent ACK to veh_1 (at simulation time 56.001,900,000 s)
2025-06-04 14:59:23,891 INFO  - Sent ACK to veh_2 (at simulation time 57.000,900,000 s)
2025-06-04 14:59:23,891 INFO  - Sent ACK to veh_7 (at simulation time 57.000,900,000 s)
2025-06-04 14:59:23,891 INFO  - Sent ACK to veh_3 (at simulation time 57.001,400,000 s)
2025-06-04 14:59:23,891 INFO  - Sent ACK to veh_4 (at simulation time 57.001,900,000 s)
2025-06-04 14:59:23,891 INFO  - Sent ACK to veh_5 (at simulation time 57.002,400,000 s)
2025-06-04 14:59:23,910 INFO  - Sent aggregated data: r_0=3 (0.00 m/s), r_1=4 (0.03 m/s) (at simulation time 60.000,000,000 s)
2025-06-04 14:59:23,914 INFO  - Forwarded metrics to vehicles: avgR0=1.0, avgR1=1.6666666666666667 (at simulation time 60.003,800,000 s)
2025-06-04 14:59:23,919 INFO  - Sent ACK to veh_1 (at simulation time 61.000,400,000 s)
2025-06-04 14:59:23,919 INFO  - Sent ACK to veh_0 (at simulation time 61.000,900,000 s)
2025-06-04 14:59:23,924 INFO  - Sent ACK to veh_5 (at simulation time 62.000,400,000 s)
2025-06-04 14:59:23,925 INFO  - Sent ACK to veh_3 (at simulation time 62.001,400,000 s)
2025-06-04 14:59:23,925 INFO  - Sent ACK to veh_4 (at simulation time 62.001,400,000 s)
2025-06-04 14:59:23,925 INFO  - Sent ACK to veh_7 (at simulation time 62.001,400,000 s)
2025-06-04 14:59:23,925 INFO  - Sent ACK to veh_2 (at simulation time 62.001,900,000 s)
